Zeit	01.10 (MFC01)	02.10 (MFC02)	03.20 (MFC03)	TC00	TC01	TC02	TC03	TC04	TC05	TC06	TC07	NH3 (%)	NH3 (ppm)
05.11.24 00:04:17	2006,110879	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,010729	766,279473
05.11.24 00:04:19	2007,067764	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,010729	767,380995
05.11.24 00:04:21	2007,307016	0,0	-1,583545	46,949417	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,054475	-0,010729	770,435151
05.11.24 00:04:23	2007,386806	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,054475	-0,010729	771,887141
05.11.24 00:04:25	2009,460157	0,0	-1,583545	46,949417	249,221786	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,010729	772,538136
05.11.24 00:04:27	2006,589382	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,010729	773,188956
05.11.24 00:04:29	2006,35013	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,116732	-0,010729	773,539424
05.11.24 00:04:31	2007,546267	0,0	-1,583545	46,949417	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,116732	-0,010729	773,6896
05.11.24 00:04:33	2008,10444	0,0	-1,647023	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,007391	776,042819
05.11.24 00:04:35	2009,380367	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,116732	-0,007391	778,646448
05.11.24 00:04:37	2006,589382	0,0	-1,647023	46,918289	249,221786	797,237366	796,303528	779,929932	752,474731	799,976624	12,116732	-0,007391	785,706106
05.11.24 00:04:39	2007,626057	0,0	-1,583545	46,918289	249,252914	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,009059	793,4667
05.11.24 00:04:41	2007,386806	0,0	-1,647023	46,918289	249,252914	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	797,672495
05.11.24 00:04:43	2007,307016	0,0	-1,583545	46,918289	249,221786	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	804,832386
05.11.24 00:04:45	2008,10444	0,0	-1,583545	46,918289	249,252914	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,007391	810,440054
05.11.24 00:04:47	2008,343691	0,0	-1,583545	46,918289	249,252914	797,237366	796,303528	779,929932	752,505859	799,976624	12,116732	-0,007391	812,392688
05.11.24 00:04:49	2006,828633	0,0	-1,583545	46,918289	249,31517	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	815,346785
05.11.24 00:04:51	2008,822194	0,0	-1,647023	46,918289	249,31517	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,007391	816,248015
05.11.24 00:04:53	2007,307016	0,0	-1,583545	46,918289	249,252914	797,237366	796,303528	779,929932	752,474731	800,007812	12,116732	-0,007391	817,199361
05.11.24 00:04:55	2007,307016	0,0	-1,583545	46,887161	249,252914	797,237366	796,303528	779,929932	752,505859	800,007812	12,116732	-0,009059	817,29942
05.11.24 00:04:57	2009,141116	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,929932	752,474731	799,976624	12,116732	-0,009059	817,199361
05.11.24 00:04:59	2005,791957	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,474731	799,976624	12,116732	-0,007391	815,19661
05.11.24 00:05:01	2007,147555	0,0	-1,583545	46,887161	249,346298	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	811,741868
05.11.24 00:05:03	2007,227345	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,474731	800,007812	12,116732	-0,007391	809,588942
05.11.24 00:05:05	2007,386806	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,929932	752,505859	799,976624	12,116732	-0,010729	804,932445
05.11.24 00:05:07	2007,626057	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,010729	800,926943
05.11.24 00:05:09	2006,748843	0,0	-1,583545	46,887161	249,252914	797,237366	796,303528	779,96106	752,474731	800,007812	12,116732	-0,010729	799,775479
